id,pollingfirm,date,n,source,letter,percentage
42,Epinion,2010-11-24,1020,,Ø,3.6
43,Megafon,2010-11-25,1089,https://www.megafon.dk/586/politiskindex,A,26.7
43,Megafon,2010-11-25,1089,https://www.megafon.dk/586/politiskindex,B,6.2
43,Megafon,2010-11-25,1089,https://www.megafon.dk/586/politiskindex,C,6.1
43,Megafon,2010-11-25,1089,https://www.megafon.dk/586/politiskindex,F,13.8
43,Megafon,2010-11-25,1089,https://www.megafon.dk/586/politiskindex,I,7.4
43,Megafon,2010-11-25,1089,https://www.megafon.dk/586/politiskindex,O,13.7
43,Megafon,2010-11-25,1089,https://www.megafon.dk/586/politiskindex,V,19.8
43,Megafon,2010-11-25,1089,https://www.megafon.dk/586/politiskindex,Ø,4.9
44,Gallup,2010-12-10,1000,,A,26.2
44,Gallup,2010-12-10,1000,,B,6.6
44,Gallup,2010-12-10,1000,,C,6.9
44,Gallup,2010-12-10,1000,,F,14.5
44,Gallup,2010-12-10,1000,,I,6.6
44,Gallup,2010-12-10,1000,,O,13.1
44,Gallup,2010-12-10,1000,,V,21.3
44,Gallup,2010-12-10,1000,,Ø,3.8
45,Greens,2010-12-12,1006,,A,28.8
45,Greens,2010-12-12,1006,,B,6
45,Greens,2010-12-12,1006,,C,6.4
45,Greens,2010-12-12,1006,,F,14.1
45,Greens,2010-12-12,1006,,I,6.1
45,Greens,2010-12-12,1006,,O,13.5
45,Greens,2010-12-12,1006,,V,20
45,Greens,2010-12-12,1006,,Ø,4.1
46,Megafon,2010-12-16,1089,https://www.megafon.dk/586/politiskindex,A,27.2
46,Megafon,2010-12-16,1089,https://www.megafon.dk/586/politiskindex,B,6.3
46,Megafon,2010-12-16,1089,https://www.megafon.dk/586/politiskindex,C,5.6
46,Megafon,2010-12-16,1089,https://www.megafon.dk/586/politiskindex,F,11.8
46,Megafon,2010-12-16,1089,https://www.megafon.dk/586/politiskindex,I,8.7
46,Megafon,2010-12-16,1089,https://www.megafon.dk/586/politiskindex,O,14.9
46,Megafon,2010-12-16,1089,https://www.megafon.dk/586/politiskindex,V,19.4
46,Megafon,2010-12-16,1089,https://www.megafon.dk/586/politiskindex,Ø,5.2
47,Voxmeter,2010-12-18,1050,,A,28.7
47,Voxmeter,2010-12-18,1050,,B,6.5
47,Voxmeter,2010-12-18,1050,,C,5.5
47,Voxmeter,2010-12-18,1050,,F,14
47,Voxmeter,2010-12-18,1050,,I,5.3
47,Voxmeter,2010-12-18,1050,,O,15.6
47,Voxmeter,2010-12-18,1050,,V,20.8
47,Voxmeter,2010-12-18,1050,,Ø,3.2
48,Greens,2011-01-05,1336,,A,29.2
48,Greens,2011-01-05,1336,,B,7.5
48,Greens,2011-01-05,1336,,C,4.5
48,Greens,2011-01-05,1336,,F,13
48,Greens,2011-01-05,1336,,I,5.8
48,Greens,2011-01-05,1336,,O,14.6
48,Greens,2011-01-05,1336,,V,21.6
48,Greens,2011-01-05,1336,,Ø,3.4
49,Gallup,2011-01-06,1300,,A,31.3
49,Gallup,2011-01-06,1300,,B,5.5
49,Gallup,2011-01-06,1300,,C,6
49,Gallup,2011-01-06,1300,,F,12.7
49,Gallup,2011-01-06,1300,,I,4.3
49,Gallup,2011-01-06,1300,,O,12.2
49,Gallup,2011-01-06,1300,,V,24.3
49,Gallup,2011-01-06,1300,,Ø,2.9
50,Epinion,2011-01-12,1050,,A,29.9
50,Epinion,2011-01-12,1050,,B,5.5
50,Epinion,2011-01-12,1050,,C,5.9
50,Epinion,2011-01-12,1050,,F,13
50,Epinion,2011-01-12,1050,,I,4.3
50,Epinion,2011-01-12,1050,,O,13
50,Epinion,2011-01-12,1050,,V,23.1
50,Epinion,2011-01-12,1050,,Ø,4.8
51,Megafon,2011-01-13,1089,https://www.megafon.dk/586/politiskindex,A,26.6
51,Megafon,2011-01-13,1089,https://www.megafon.dk/586/politiskindex,B,7.7
51,Megafon,2011-01-13,1089,https://www.megafon.dk/586/politiskindex,C,5
51,Megafon,2011-01-13,1089,https://www.megafon.dk/586/politiskindex,F,11.6
51,Megafon,2011-01-13,1089,https://www.megafon.dk/586/politiskindex,I,7.7
51,Megafon,2011-01-13,1089,https://www.megafon.dk/586/politiskindex,O,13.8
51,Megafon,2011-01-13,1089,https://www.megafon.dk/586/politiskindex,V,22.7
51,Megafon,2011-01-13,1089,https://www.megafon.dk/586/politiskindex,Ø,4.5
52,Gallup,2011-01-14,1050,,A,28.6
52,Gallup,2011-01-14,1050,,B,5.8
52,Gallup,2011-01-14,1050,,C,5.7
52,Gallup,2011-01-14,1050,,F,14.9
52,Gallup,2011-01-14,1050,,I,4
52,Gallup,2011-01-14,1050,,O,13
52,Gallup,2011-01-14,1050,,V,24.6
52,Gallup,2011-01-14,1050,,Ø,2.9
53,Greens,2011-01-19,1000,,A,29.5
53,Greens,2011-01-19,1000,,B,6.5
53,Greens,2011-01-19,1000,,C,6.5
53,Greens,2011-01-19,1000,,F,14.2
53,Greens,2011-01-19,1000,,I,5.4
53,Greens,2011-01-19,1000,,O,11.6
53,Greens,2011-01-19,1000,,V,22.6
53,Greens,2011-01-19,1000,,Ø,2.7
54,Gallup,2011-01-21,1300,,A,27.6
54,Gallup,2011-01-21,1300,,B,7.3
54,Gallup,2011-01-21,1300,,C,4.9
54,Gallup,2011-01-21,1300,,F,13.8
54,Gallup,2011-01-21,1300,,I,4.7
54,Gallup,2011-01-21,1300,,O,14
54,Gallup,2011-01-21,1300,,V,23.9
54,Gallup,2011-01-21,1300,,Ø,2.7
55,Megafon,2011-01-28,1050,https://www.megafon.dk/586/politiskindex,A,28.7
55,Megafon,2011-01-28,1050,https://www.megafon.dk/586/politiskindex,B,6.4
55,Megafon,2011-01-28,1050,https://www.megafon.dk/586/politiskindex,C,5.6
55,Megafon,2011-01-28,1050,https://www.megafon.dk/586/politiskindex,F,13
55,Megafon,2011-01-28,1050,https://www.megafon.dk/586/politiskindex,I,6.6
55,Megafon,2011-01-28,1050,https://www.megafon.dk/586/politiskindex,O,14.3
55,Megafon,2011-01-28,1050,https://www.megafon.dk/586/politiskindex,V,21.2
55,Megafon,2011-01-28,1050,https://www.megafon.dk/586/politiskindex,Ø,4.1
56,Greens,2011-02-02,1050,,A,31.2
56,Greens,2011-02-02,1050,,B,5.6
56,Greens,2011-02-02,1050,,C,5.4
56,Greens,2011-02-02,1050,,F,15.6
56,Greens,2011-02-02,1050,,I,4.4
56,Greens,2011-02-02,1050,,O,12.3
56,Greens,2011-02-02,1050,,V,21.3
56,Greens,2011-02-02,1050,,Ø,3.3
57,Voxmeter,2011-02-07,1050,,A,26
57,Voxmeter,2011-02-07,1050,,B,5.7
57,Voxmeter,2011-02-07,1050,,C,4.3
57,Voxmeter,2011-02-07,1050,,F,15.6
57,Voxmeter,2011-02-07,1050,,I,8.6
57,Voxmeter,2011-02-07,1050,,O,14.4
57,Voxmeter,2011-02-07,1050,,V,19.8
57,Voxmeter,2011-02-07,1050,,Ø,4.7
58,Rambøll,2011-02-10,1050,,A,30.3
58,Rambøll,2011-02-10,1050,,B,4.7
58,Rambøll,2011-02-10,1050,,C,4.7
58,Rambøll,2011-02-10,1050,,F,16.1
58,Rambøll,2011-02-10,1050,,I,3.8
58,Rambøll,2011-02-10,1050,,O,13.3
58,Rambøll,2011-02-10,1050,,V,23.9
58,Rambøll,2011-02-10,1050,,Ø,3.1
59,Gallup,2011-02-11,1050,,A,28.2
59,Gallup,2011-02-11,1050,,B,6.3
59,Gallup,2011-02-11,1050,,C,5.4
59,Gallup,2011-02-11,1050,,F,15.5
59,Gallup,2011-02-11,1050,,I,5.2
59,Gallup,2011-02-11,1050,,O,12.5
59,Gallup,2011-02-11,1050,,V,22.4
59,Gallup,2011-02-11,1050,,Ø,3.8
60,Voxmeter,2011-02-12,1050,,A,29
60,Voxmeter,2011-02-12,1050,,B,6.2
60,Voxmeter,2011-02-12,1050,,C,4.9
60,Voxmeter,2011-02-12,1050,,F,16.1
60,Voxmeter,2011-02-12,1050,,I,5.5
60,Voxmeter,2011-02-12,1050,,O,11.9
60,Voxmeter,2011-02-12,1050,,V,22
60,Voxmeter,2011-02-12,1050,,Ø,3.4
61,Epinion,2011-02-16,1050,,A,28.1
61,Epinion,2011-02-16,1050,,B,5
61,Epinion,2011-02-16,1050,,C,5.9
61,Epinion,2011-02-16,1050,,F,15.1
61,Epinion,2011-02-16,1050,,I,6
61,Epinion,2011-02-16,1050,,O,13.4
61,Epinion,2011-02-16,1050,,V,22
61,Epinion,2011-02-16,1050,,Ø,3.9
62,Megafon,2011-02-24,1050,https://www.megafon.dk/586/politiskindex,A,28.8
62,Megafon,2011-02-24,1050,https://www.megafon.dk/586/politiskindex,B,6.3
62,Megafon,2011-02-24,1050,https://www.megafon.dk/586/politiskindex,C,5.4
62,Megafon,2011-02-24,1050,https://www.megafon.dk/586/politiskindex,F,15.2
62,Megafon,2011-02-24,1050,https://www.megafon.dk/586/politiskindex,I,6.8
62,Megafon,2011-02-24,1050,https://www.megafon.dk/586/politiskindex,O,13.9
62,Megafon,2011-02-24,1050,https://www.megafon.dk/586/politiskindex,V,19.3
62,Megafon,2011-02-24,1050,https://www.megafon.dk/586/politiskindex,Ø,3.7
63,Greens,2011-03-02,1050,,A,30.5
63,Greens,2011-03-02,1050,,B,6
63,Greens,2011-03-02,1050,,C,5.5
63,Greens,2011-03-02,1050,,F,16.3
63,Greens,2011-03-02,1050,,I,4.2
63,Greens,2011-03-02,1050,,O,13.3
63,Greens,2011-03-02,1050,,V,20.1
63,Greens,2011-03-02,1050,,Ø,3.4
64,Voxmeter,2011-03-06,1030,,A,29.9
64,Voxmeter,2011-03-06,1030,,B,5.8
64,Voxmeter,2011-03-06,1030,,C,5.6
64,Voxmeter,2011-03-06,1030,,F,15.5
64,Voxmeter,2011-03-06,1030,,I,6
64,Voxmeter,2011-03-06,1030,,O,13.1
64,Voxmeter,2011-03-06,1030,,V,18.6
64,Voxmeter,2011-03-06,1030,,Ø,4
65,Rambøll,2011-03-10,1050,,A,29
65,Rambøll,2011-03-10,1050,,B,6.2
65,Rambøll,2011-03-10,1050,,C,5.2
65,Rambøll,2011-03-10,1050,,F,14.3
65,Rambøll,2011-03-10,1050,,I,5.6
65,Rambøll,2011-03-10,1050,,O,13.5
65,Rambøll,2011-03-10,1050,,V,21.2
65,Rambøll,2011-03-10,1050,,Ø,3.7
66,Gallup,2011-03-11,1633,,A,28.6
66,Gallup,2011-03-11,1633,,B,6.3
66,Gallup,2011-03-11,1633,,C,5.8
66,Gallup,2011-03-11,1633,,F,12.7
66,Gallup,2011-03-11,1633,,I,7.2
66,Gallup,2011-03-11,1633,,O,15.2
66,Gallup,2011-03-11,1633,,V,19.9
66,Gallup,2011-03-11,1633,,Ø,3.2
67,Epinion,2011-03-21,1050,,A,30.4
67,Epinion,2011-03-21,1050,,B,5
67,Epinion,2011-03-21,1050,,C,4.9
67,Epinion,2011-03-21,1050,,F,14
67,Epinion,2011-03-21,1050,,I,5.1
67,Epinion,2011-03-21,1050,,O,15.2
67,Epinion,2011-03-21,1050,,V,20.3
67,Epinion,2011-03-21,1050,,Ø,4.5
68,Megafon,2011-04-01,1050,https://www.megafon.dk/586/politiskindex,A,28.9
68,Megafon,2011-04-01,1050,https://www.megafon.dk/586/politiskindex,B,6.7
68,Megafon,2011-04-01,1050,https://www.megafon.dk/586/politiskindex,C,5.3
68,Megafon,2011-04-01,1050,https://www.megafon.dk/586/politiskindex,F,14.3
